order_id,product_id,unit_price,quantity,discount,gross_sales,discount_value,net_sales,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_country,productID,productName,categoryID,unitPrice,discontinued,category_id,category_name,delivery_days,on_time,year,month
10384,20,64.8,28,0.0,1814.3999999999999,0.0,1814.3999999999999,BERGS,3,1996-12-16,1997-01-13,1996-12-20,3,168.64,Sweden,20,Sir Rodney's Marmalade,3,81.0,0,3,Confections,4.0,True,1996,1996-12
10384,60,27.2,15,0.0,408.0,0.0,408.0,BERGS,3,1996-12-16,1997-01-13,1996-12-20,3,168.64,Sweden,60,Camembert Pierrot,4,34.0,0,4,Dairy Products,4.0,True,1996,1996-12
10385,7,24.0,10,0.2,240.0,48.0,192.0,SPLIR,1,1996-12-17,1997-01-14,1996-12-23,2,30.96,USA,7,Uncle Bob's Organic Dried Pears,7,30.0,0,7,Produce,6.0,True,1996,1996-12
10385,60,27.2,20,0.2,544.0,108.80000000000001,435.2,SPLIR,1,1996-12-17,1997-01-14,1996-12-23,2,30.96,USA,60,Camembert Pierrot,4,34.0,0,4,Dairy Products,6.0,True,1996,1996-12
10385,68,10.0,8,0.2,80.0,16.0,64.0,SPLIR,1,1996-12-17,1997-01-14,1996-12-23,2,30.96,USA,68,Scottish Longbreads,3,12.5,0,3,Confections,6.0,True,1996,1996-12
10386,24,3.6,15,0.0,54.0,0.0,54.0,FAMIA,9,1996-12-18,1997-01-01,1996-12-25,3,13.99,Brazil,24,Guaraná Fantástica,1,4.5,1,1,Beverages,7.0,True,1996,1996-12
10386,34,11.2,10,0.0,112.0,0.0,112.0,FAMIA,9,1996-12-18,1997-01-01,1996-12-25,3,13.99,Brazil,34,Sasquatch Ale,1,14.0,0,1,Beverages,7.0,True,1996,1996-12
10387,24,3.6,15,0.0,54.0,0.0,54.0,SANTG,1,1996-12-18,1997-01-15,1996-12-20,2,93.63,Norway,24,Guaraná Fantástica,1,4.5,1,1,Beverages,2.0,True,1996,1996-12
10387,28,36.4,6,0.0,218.39999999999998,0.0,218.39999999999998,SANTG,1,1996-12-18,1997-01-15,1996-12-20,2,93.63,Norway,28,Rössle Sauerkraut,7,45.6,1,7,Produce,2.0,True,1996,1996-12
10387,59,44.0,12,0.0,528.0,0.0,528.0,SANTG,1,1996-12-18,1997-01-15,1996-12-20,2,93.63,Norway,59,Raclette Courdavault,4,55.0,0,4,Dairy Products,2.0,True,1996,1996-12
10387,71,17.2,15,0.0,258.0,0.0,258.0,SANTG,1,1996-12-18,1997-01-15,1996-12-20,2,93.63,Norway,71,Flotemysost,4,21.5,0,4,Dairy Products,2.0,True,1996,1996-12
10388,45,7.6,15,0.2,114.0,22.8,91.2,SEVES,2,1996-12-19,1997-01-16,1996-12-20,1,34.86,UK,45,Rogede sild,8,9.5,0,8,Seafood,1.0,True,1996,1996-12
10388,52,5.6,20,0.2,112.0,22.400000000000002,89.6,SEVES,2,1996-12-19,1997-01-16,1996-12-20,1,34.86,UK,52,Filo Mix,5,7.0,0,5,Grains/Cereals,1.0,True,1996,1996-12
10388,53,26.2,40,0.0,1048.0,0.0,1048.0,SEVES,2,1996-12-19,1997-01-16,1996-12-20,1,34.86,UK,53,Perth Pasties,6,32.8,1,6,Meat/Poultry,1.0,True,1996,1996-12
10389,10,24.8,16,0.0,396.8,0.0,396.8,BOTTM,4,1996-12-20,1997-01-17,1996-12-24,2,47.42,Canada,10,Ikura,8,31.0,0,8,Seafood,4.0,True,1996,1996-12
10389,55,19.2,15,0.0,288.0,0.0,288.0,BOTTM,4,1996-12-20,1997-01-17,1996-12-24,2,47.42,Canada,55,Pâté chinois,6,24.0,0,6,Meat/Poultry,4.0,True,1996,1996-12
10389,62,39.4,20,0.0,788.0,0.0,788.0,BOTTM,4,1996-12-20,1997-01-17,1996-12-24,2,47.42,Canada,62,Tarte au sucre,3,49.3,0,3,Confections,4.0,True,1996,1996-12
10389,70,12.0,30,0.0,360.0,0.0,360.0,BOTTM,4,1996-12-20,1997-01-17,1996-12-24,2,47.42,Canada,70,Outback Lager,1,15.0,0,1,Beverages,4.0,True,1996,1996-12
10390,31,10.0,60,0.1,600.0,60.0,540.0,ERNSH,6,1996-12-23,1997-01-20,1996-12-26,1,126.38,Austria,31,Gorgonzola Telino,4,12.5,0,4,Dairy Products,3.0,True,1996,1996-12
10390,35,14.4,40,0.1,576.0,57.6,518.4,ERNSH,6,1996-12-23,1997-01-20,1996-12-26,1,126.38,Austria,35,Steeleye Stout,1,18.0,0,1,Beverages,3.0,True,1996,1996-12
10390,46,9.6,45,0.0,432.0,0.0,432.0,ERNSH,6,1996-12-23,1997-01-20,1996-12-26,1,126.38,Austria,46,Spegesild,8,12.0,0,8,Seafood,3.0,True,1996,1996-12
10390,72,27.8,24,0.1,667.2,66.72000000000001,600.48,ERNSH,6,1996-12-23,1997-01-20,1996-12-26,1,126.38,Austria,72,Mozzarella di Giovanni,4,34.8,0,4,Dairy Products,3.0,True,1996,1996-12
10391,13,4.8,18,0.0,86.39999999999999,0.0,86.39999999999999,DRACD,3,1996-12-23,1997-01-20,1996-12-31,3,5.45,Germany,13,Konbu,8,6.0,0,8,Seafood,8.0,True,1996,1996-12
10392,69,28.8,50,0.0,1440.0,0.0,1440.0,PICCO,2,1996-12-24,1997-01-21,1997-01-01,3,122.46,Austria,69,Gudbrandsdalsost,4,36.0,0,4,Dairy Products,8.0,True,1996,1996-12
10393,2,15.2,25,0.25,380.0,95.0,285.0,SAVEA,1,1996-12-25,1997-01-22,1997-01-03,3,126.56,USA,2,Chang,1,19.0,0,1,Beverages,9.0,True,1996,1996-12
10393,14,18.6,42,0.25,781.2,195.3,585.9000000000001,SAVEA,1,1996-12-25,1997-01-22,1997-01-03,3,126.56,USA,14,Tofu,7,23.25,0,7,Produce,9.0,True,1996,1996-12
10393,25,11.2,7,0.25,78.39999999999999,19.599999999999998,58.8,SAVEA,1,1996-12-25,1997-01-22,1997-01-03,3,126.56,USA,25,NuNuCa Nuß-Nougat-Creme,3,14.0,0,3,Confections,9.0,True,1996,1996-12
10393,26,24.9,70,0.25,1743.0,435.75,1307.25,SAVEA,1,1996-12-25,1997-01-22,1997-01-03,3,126.56,USA,26,Gumbär Gummibärchen,3,31.23,0,3,Confections,9.0,True,1996,1996-12
10393,31,10.0,32,0.0,320.0,0.0,320.0,SAVEA,1,1996-12-25,1997-01-22,1997-01-03,3,126.56,USA,31,Gorgonzola Telino,4,12.5,0,4,Dairy Products,9.0,True,1996,1996-12
10394,13,4.8,10,0.0,48.0,0.0,48.0,HUNGC,1,1996-12-25,1997-01-22,1997-01-03,3,30.34,USA,13,Konbu,8,6.0,0,8,Seafood,9.0,True,1996,1996-12
10394,62,39.4,10,0.0,394.0,0.0,394.0,HUNGC,1,1996-12-25,1997-01-22,1997-01-03,3,30.34,USA,62,Tarte au sucre,3,49.3,0,3,Confections,9.0,True,1996,1996-12
10395,46,9.6,28,0.1,268.8,26.880000000000003,241.92000000000002,HILAA,6,1996-12-26,1997-01-23,1997-01-03,1,184.41,Venezuela,46,Spegesild,8,12.0,0,8,Seafood,8.0,True,1996,1996-12
10395,53,26.2,70,0.1,1834.0,183.4,1650.6,HILAA,6,1996-12-26,1997-01-23,1997-01-03,1,184.41,Venezuela,53,Perth Pasties,6,32.8,1,6,Meat/Poultry,8.0,True,1996,1996-12
10395,69,28.8,8,0.0,230.4,0.0,230.4,HILAA,6,1996-12-26,1997-01-23,1997-01-03,1,184.41,Venezuela,69,Gudbrandsdalsost,4,36.0,0,4,Dairy Products,8.0,True,1996,1996-12
10396,23,7.2,40,0.0,288.0,0.0,288.0,FRANK,1,1996-12-27,1997-01-10,1997-01-06,3,135.35,Germany,23,Tunnbröd,5,9.0,0,5,Grains/Cereals,10.0,True,1996,1996-12
10396,71,17.2,60,0.0,1032.0,0.0,1032.0,FRANK,1,1996-12-27,1997-01-10,1997-01-06,3,135.35,Germany,71,Flotemysost,4,21.5,0,4,Dairy Products,10.0,True,1996,1996-12
10396,72,27.8,21,0.0,583.8000000000001,0.0,583.8000000000001,FRANK,1,1996-12-27,1997-01-10,1997-01-06,3,135.35,Germany,72,Mozzarella di Giovanni,4,34.8,0,4,Dairy Products,10.0,True,1996,1996-12
10397,21,8.0,10,0.15,80.0,12.0,68.0,PRINI,5,1996-12-27,1997-01-24,1997-01-02,1,60.26,Portugal,21,Sir Rodney's Scones,3,10.0,0,3,Confections,6.0,True,1996,1996-12
10397,51,42.4,18,0.15,763.1999999999999,114.47999999999999,648.7199999999999,PRINI,5,1996-12-27,1997-01-24,1997-01-02,1,60.26,Portugal,51,Manjimup Dried Apples,7,53.0,0,7,Produce,6.0,True,1996,1996-12
10398,35,14.4,30,0.0,432.0,0.0,432.0,SAVEA,2,1996-12-30,1997-01-27,1997-01-09,3,89.16,USA,35,Steeleye Stout,1,18.0,0,1,Beverages,10.0,True,1996,1996-12
10398,55,19.2,120,0.1,2304.0,230.4,2073.6,SAVEA,2,1996-12-30,1997-01-27,1997-01-09,3,89.16,USA,55,Pâté chinois,6,24.0,0,6,Meat/Poultry,10.0,True,1996,1996-12
10399,68,10.0,60,0.0,600.0,0.0,600.0,VAFFE,8,1996-12-31,1997-01-14,1997-01-08,3,27.36,Denmark,68,Scottish Longbreads,3,12.5,0,3,Confections,8.0,True,1996,1996-12
10399,71,17.2,30,0.0,516.0,0.0,516.0,VAFFE,8,1996-12-31,1997-01-14,1997-01-08,3,27.36,Denmark,71,Flotemysost,4,21.5,0,4,Dairy Products,8.0,True,1996,1996-12
10399,76,14.4,35,0.0,504.0,0.0,504.0,VAFFE,8,1996-12-31,1997-01-14,1997-01-08,3,27.36,Denmark,76,Lakkalikööri,1,18.0,0,1,Beverages,8.0,True,1996,1996-12
10399,77,10.4,14,0.0,145.6,0.0,145.6,VAFFE,8,1996-12-31,1997-01-14,1997-01-08,3,27.36,Denmark,77,Original Frankfurter grüne Soße,2,13.0,0,2,Condiments,8.0,True,1996,1996-12
10400,29,99.0,21,0.0,2079.0,0.0,2079.0,EASTC,1,1997-01-01,1997-01-29,1997-01-16,3,83.93,UK,29,Thüringer Rostbratwurst,6,123.79,1,6,Meat/Poultry,15.0,True,1997,1997-01
10400,35,14.4,35,0.0,504.0,0.0,504.0,EASTC,1,1997-01-01,1997-01-29,1997-01-16,3,83.93,UK,35,Steeleye Stout,1,18.0,0,1,Beverages,15.0,True,1997,1997-01
10400,49,16.0,30,0.0,480.0,0.0,480.0,EASTC,1,1997-01-01,1997-01-29,1997-01-16,3,83.93,UK,49,Maxilaku,3,20.0,0,3,Confections,15.0,True,1997,1997-01
10401,30,20.7,18,0.0,372.59999999999997,0.0,372.59999999999997,RATTC,1,1997-01-01,1997-01-29,1997-01-10,1,12.51,USA,30,Nord-Ost Matjeshering,8,25.89,0,8,Seafood,9.0,True,1997,1997-01
10401,56,30.4,70,0.0,2128.0,0.0,2128.0,RATTC,1,1997-01-01,1997-01-29,1997-01-10,1,12.51,USA,56,Gnocchi di nonna Alice,5,38.0,0,5,Grains/Cereals,9.0,True,1997,1997-01
10401,65,16.8,20,0.0,336.0,0.0,336.0,RATTC,1,1997-01-01,1997-01-29,1997-01-10,1,12.51,USA,65,Louisiana Fiery Hot Pepper Sauce,2,21.05,0,2,Condiments,9.0,True,1997,1997-01
10401,71,17.2,60,0.0,1032.0,0.0,1032.0,RATTC,1,1997-01-01,1997-01-29,1997-01-10,1,12.51,USA,71,Flotemysost,4,21.5,0,4,Dairy Products,9.0,True,1997,1997-01
10402,23,7.2,60,0.0,432.0,0.0,432.0,ERNSH,8,1997-01-02,1997-02-13,1997-01-10,2,67.88,Austria,23,Tunnbröd,5,9.0,0,5,Grains/Cereals,8.0,True,1997,1997-01
10402,63,35.1,65,0.0,2281.5,0.0,2281.5,ERNSH,8,1997-01-02,1997-02-13,1997-01-10,2,67.88,Austria,63,Vegie-spread,2,43.9,0,2,Condiments,8.0,True,1997,1997-01
10403,16,13.9,21,0.15,291.90000000000003,43.785000000000004,248.11500000000004,ERNSH,4,1997-01-03,1997-01-31,1997-01-09,3,73.79,Austria,16,Pavlova,3,17.45,0,3,Confections,6.0,True,1997,1997-01
10403,48,10.2,70,0.15,714.0,107.1,606.9,ERNSH,4,1997-01-03,1997-01-31,1997-01-09,3,73.79,Austria,48,Chocolade,3,12.75,0,3,Confections,6.0,True,1997,1997-01
10404,26,24.9,30,0.05,747.0,37.35,709.65,MAGAA,2,1997-01-03,1997-01-31,1997-01-08,1,155.97,Italy,26,Gumbär Gummibärchen,3,31.23,0,3,Confections,5.0,True,1997,1997-01
10404,42,11.2,40,0.05,448.0,22.400000000000002,425.6,MAGAA,2,1997-01-03,1997-01-31,1997-01-08,1,155.97,Italy,42,Singaporean Hokkien Fried Mee,5,14.0,1,5,Grains/Cereals,5.0,True,1997,1997-01
10404,49,16.0,30,0.05,480.0,24.0,456.0,MAGAA,2,1997-01-03,1997-01-31,1997-01-08,1,155.97,Italy,49,Maxilaku,3,20.0,0,3,Confections,5.0,True,1997,1997-01
10405,3,8.0,50,0.0,400.0,0.0,400.0,LINOD,1,1997-01-06,1997-02-03,1997-01-22,1,34.82,Venezuela,3,Aniseed Syrup,2,10.0,0,2,Condiments,16.0,True,1997,1997-01
10406,1,14.4,10,0.0,144.0,0.0,144.0,QUEEN,7,1997-01-07,1997-02-18,1997-01-13,1,108.04,Brazil,1,Chai,1,18.0,0,1,Beverages,6.0,True,1997,1997-01
10406,21,8.0,30,0.1,240.0,24.0,216.0,QUEEN,7,1997-01-07,1997-02-18,1997-01-13,1,108.04,Brazil,21,Sir Rodney's Scones,3,10.0,0,3,Confections,6.0,True,1997,1997-01
10406,28,36.4,42,0.1,1528.8,152.88,1375.92,QUEEN,7,1997-01-07,1997-02-18,1997-01-13,1,108.04,Brazil,28,Rössle Sauerkraut,7,45.6,1,7,Produce,6.0,True,1997,1997-01
10406,36,15.2,5,0.1,76.0,7.6000000000000005,68.4,QUEEN,7,1997-01-07,1997-02-18,1997-01-13,1,108.04,Brazil,36,Inlagd Sill,8,19.0,0,8,Seafood,6.0,True,1997,1997-01
10406,40,14.7,2,0.1,29.4,2.94,26.459999999999997,QUEEN,7,1997-01-07,1997-02-18,1997-01-13,1,108.04,Brazil,40,Boston Crab Meat,8,18.4,0,8,Seafood,6.0,True,1997,1997-01
10407,11,16.8,30,0.0,504.0,0.0,504.0,OTTIK,2,1997-01-07,1997-02-04,1997-01-30,2,91.48,Germany,11,Queso Cabrales,4,21.0,0,4,Dairy Products,23.0,True,1997,1997-01
10407,69,28.8,15,0.0,432.0,0.0,432.0,OTTIK,2,1997-01-07,1997-02-04,1997-01-30,2,91.48,Germany,69,Gudbrandsdalsost,4,36.0,0,4,Dairy Products,23.0,True,1997,1997-01
10407,71,17.2,15,0.0,258.0,0.0,258.0,OTTIK,2,1997-01-07,1997-02-04,1997-01-30,2,91.48,Germany,71,Flotemysost,4,21.5,0,4,Dairy Products,23.0,True,1997,1997-01
10408,37,20.8,10,0.0,208.0,0.0,208.0,FOLIG,8,1997-01-08,1997-02-05,1997-01-14,1,11.26,France,37,Gravad lax,8,26.0,0,8,Seafood,6.0,True,1997,1997-01
10408,54,5.9,6,0.0,35.400000000000006,0.0,35.400000000000006,FOLIG,8,1997-01-08,1997-02-05,1997-01-14,1,11.26,France,54,Tourtière,6,7.45,0,6,Meat/Poultry,6.0,True,1997,1997-01
10408,62,39.4,35,0.0,1379.0,0.0,1379.0,FOLIG,8,1997-01-08,1997-02-05,1997-01-14,1,11.26,France,62,Tarte au sucre,3,49.3,0,3,Confections,6.0,True,1997,1997-01
10409,14,18.6,12,0.0,223.20000000000002,0.0,223.20000000000002,OCEAN,3,1997-01-09,1997-02-06,1997-01-14,1,29.83,Argentina,14,Tofu,7,23.25,0,7,Produce,5.0,True,1997,1997-01
10409,21,8.0,12,0.0,96.0,0.0,96.0,OCEAN,3,1997-01-09,1997-02-06,1997-01-14,1,29.83,Argentina,21,Sir Rodney's Scones,3,10.0,0,3,Confections,5.0,True,1997,1997-01
10410,33,2.0,49,0.0,98.0,0.0,98.0,BOTTM,3,1997-01-10,1997-02-07,1997-01-15,3,2.4,Canada,33,Geitost,4,2.5,0,4,Dairy Products,5.0,True,1997,1997-01
10410,59,44.0,16,0.0,704.0,0.0,704.0,BOTTM,3,1997-01-10,1997-02-07,1997-01-15,3,2.4,Canada,59,Raclette Courdavault,4,55.0,0,4,Dairy Products,5.0,True,1997,1997-01
10411,41,7.7,25,0.2,192.5,38.5,154.0,BOTTM,9,1997-01-10,1997-02-07,1997-01-21,3,23.65,Canada,41,Jack's New England Clam Chowder,8,9.65,0,8,Seafood,11.0,True,1997,1997-01
10411,44,15.5,40,0.2,620.0,124.0,496.0,BOTTM,9,1997-01-10,1997-02-07,1997-01-21,3,23.65,Canada,44,Gula Malacca,2,19.45,0,2,Condiments,11.0,True,1997,1997-01
10411,59,44.0,9,0.2,396.0,79.2,316.8,BOTTM,9,1997-01-10,1997-02-07,1997-01-21,3,23.65,Canada,59,Raclette Courdavault,4,55.0,0,4,Dairy Products,11.0,True,1997,1997-01
10412,14,18.6,20,0.1,372.0,37.2,334.8,WARTH,8,1997-01-13,1997-02-10,1997-01-15,2,3.77,Finland,14,Tofu,7,23.25,0,7,Produce,2.0,True,1997,1997-01
10413,1,14.4,24,0.0,345.6,0.0,345.6,LAMAI,3,1997-01-14,1997-02-11,1997-01-16,2,95.66,France,1,Chai,1,18.0,0,1,Beverages,2.0,True,1997,1997-01
10413,62,39.4,40,0.0,1576.0,0.0,1576.0,LAMAI,3,1997-01-14,1997-02-11,1997-01-16,2,95.66,France,62,Tarte au sucre,3,49.3,0,3,Confections,2.0,True,1997,1997-01
10413,76,14.4,14,0.0,201.6,0.0,201.6,LAMAI,3,1997-01-14,1997-02-11,1997-01-16,2,95.66,France,76,Lakkalikööri,1,18.0,0,1,Beverages,2.0,True,1997,1997-01
10414,19,7.3,18,0.05,131.4,6.57,124.83000000000001,FAMIA,2,1997-01-14,1997-02-11,1997-01-17,3,21.48,Brazil,19,Teatime Chocolate Biscuits,3,9.2,0,3,Confections,3.0,True,1997,1997-01
10414,33,2.0,50,0.0,100.0,0.0,100.0,FAMIA,2,1997-01-14,1997-02-11,1997-01-17,3,21.48,Brazil,33,Geitost,4,2.5,0,4,Dairy Products,3.0,True,1997,1997-01
10415,17,31.2,2,0.0,62.4,0.0,62.4,HUNGC,3,1997-01-15,1997-02-12,1997-01-24,1,0.2,USA,17,Alice Mutton,6,39.0,1,6,Meat/Poultry,9.0,True,1997,1997-01
10415,33,2.0,20,0.0,40.0,0.0,40.0,HUNGC,3,1997-01-15,1997-02-12,1997-01-24,1,0.2,USA,33,Geitost,4,2.5,0,4,Dairy Products,9.0,True,1997,1997-01
10416,19,7.3,20,0.0,146.0,0.0,146.0,WARTH,8,1997-01-16,1997-02-13,1997-01-27,3,22.72,Finland,19,Teatime Chocolate Biscuits,3,9.2,0,3,Confections,11.0,True,1997,1997-01
10416,53,26.2,10,0.0,262.0,0.0,262.0,WARTH,8,1997-01-16,1997-02-13,1997-01-27,3,22.72,Finland,53,Perth Pasties,6,32.8,1,6,Meat/Poultry,11.0,True,1997,1997-01
10416,57,15.6,20,0.0,312.0,0.0,312.0,WARTH,8,1997-01-16,1997-02-13,1997-01-27,3,22.72,Finland,57,Ravioli Angelo,5,19.5,0,5,Grains/Cereals,11.0,True,1997,1997-01
10417,38,210.8,50,0.0,10540.0,0.0,10540.0,SIMOB,4,1997-01-16,1997-02-13,1997-01-28,3,70.29,Denmark,38,Côte de Blaye,1,263.5,0,1,Beverages,12.0,True,1997,1997-01
10417,46,9.6,2,0.25,19.2,4.8,14.399999999999999,SIMOB,4,1997-01-16,1997-02-13,1997-01-28,3,70.29,Denmark,46,Spegesild,8,12.0,0,8,Seafood,12.0,True,1997,1997-01
10417,68,10.0,36,0.25,360.0,90.0,270.0,SIMOB,4,1997-01-16,1997-02-13,1997-01-28,3,70.29,Denmark,68,Scottish Longbreads,3,12.5,0,3,Confections,12.0,True,1997,1997-01
10417,77,10.4,35,0.0,364.0,0.0,364.0,SIMOB,4,1997-01-16,1997-02-13,1997-01-28,3,70.29,Denmark,77,Original Frankfurter grüne Soße,2,13.0,0,2,Condiments,12.0,True,1997,1997-01
10418,2,15.2,60,0.0,912.0,0.0,912.0,QUICK,4,1997-01-17,1997-02-14,1997-01-24,1,17.55,Germany,2,Chang,1,19.0,0,1,Beverages,7.0,True,1997,1997-01
10418,47,7.6,55,0.0,418.0,0.0,418.0,QUICK,4,1997-01-17,1997-02-14,1997-01-24,1,17.55,Germany,47,Zaanse koeken,3,9.5,0,3,Confections,7.0,True,1997,1997-01
10418,61,22.8,16,0.0,364.8,0.0,364.8,QUICK,4,1997-01-17,1997-02-14,1997-01-24,1,17.55,Germany,61,Sirop d'érable,2,28.5,0,2,Condiments,7.0,True,1997,1997-01
10418,74,8.0,15,0.0,120.0,0.0,120.0,QUICK,4,1997-01-17,1997-02-14,1997-01-24,1,17.55,Germany,74,Longlife Tofu,7,10.0,0,7,Produce,7.0,True,1997,1997-01
10419,60,27.2,60,0.05,1632.0,81.60000000000001,1550.4,RICSU,4,1997-01-20,1997-02-17,1997-01-30,2,137.35,Switzerland,60,Camembert Pierrot,4,34.0,0,4,Dairy Products,10.0,True,1997,1997-01
10419,69,28.8,20,0.05,576.0,28.8,547.2,RICSU,4,1997-01-20,1997-02-17,1997-01-30,2,137.35,Switzerland,69,Gudbrandsdalsost,4,36.0,0,4,Dairy Products,10.0,True,1997,1997-01
10420,9,77.6,20,0.1,1552.0,155.20000000000002,1396.8,WELLI,3,1997-01-21,1997-02-18,1997-01-27,1,44.12,Brazil,9,Mishi Kobe Niku,6,97.0,1,6,Meat/Poultry,6.0,True,1997,1997-01
10420,13,4.8,2,0.1,9.6,0.96,8.64,WELLI,3,1997-01-21,1997-02-18,1997-01-27,1,44.12,Brazil,13,Konbu,8,6.0,0,8,Seafood,6.0,True,1997,1997-01
10420,70,12.0,8,0.1,96.0,9.600000000000001,86.4,WELLI,3,1997-01-21,1997-02-18,1997-01-27,1,44.12,Brazil,70,Outback Lager,1,15.0,0,1,Beverages,6.0,True,1997,1997-01
10420,73,12.0,20,0.1,240.0,24.0,216.0,WELLI,3,1997-01-21,1997-02-18,1997-01-27,1,44.12,Brazil,73,Röd Kaviar,8,15.0,0,8,Seafood,6.0,True,1997,1997-01
10421,19,7.3,4,0.15,29.2,4.38,24.82,QUEDE,8,1997-01-21,1997-03-04,1997-01-27,1,99.23,Brazil,19,Teatime Chocolate Biscuits,3,9.2,0,3,Confections,6.0,True,1997,1997-01
10421,26,24.9,30,0.0,747.0,0.0,747.0,QUEDE,8,1997-01-21,1997-03-04,1997-01-27,1,99.23,Brazil,26,Gumbär Gummibärchen,3,31.23,0,3,Confections,6.0,True,1997,1997-01
10421,53,26.2,15,0.15,393.0,58.949999999999996,334.05,QUEDE,8,1997-01-21,1997-03-04,1997-01-27,1,99.23,Brazil,53,Perth Pasties,6,32.8,1,6,Meat/Poultry,6.0,True,1997,1997-01
10421,77,10.4,10,0.15,104.0,15.6,88.4,QUEDE,8,1997-01-21,1997-03-04,1997-01-27,1,99.23,Brazil,77,Original Frankfurter grüne Soße,2,13.0,0,2,Condiments,6.0,True,1997,1997-01
10422,26,24.9,2,0.0,49.8,0.0,49.8,FRANS,2,1997-01-22,1997-02-19,1997-01-31,1,3.02,Italy,26,Gumbär Gummibärchen,3,31.23,0,3,Confections,9.0,True,1997,1997-01
10423,31,10.0,14,0.0,140.0,0.0,140.0,GOURL,6,1997-01-23,1997-02-06,1997-02-24,3,24.5,Brazil,31,Gorgonzola Telino,4,12.5,0,4,Dairy Products,32.0,False,1997,1997-01
10423,59,44.0,20,0.0,880.0,0.0,880.0,GOURL,6,1997-01-23,1997-02-06,1997-02-24,3,24.5,Brazil,59,Raclette Courdavault,4,55.0,0,4,Dairy Products,32.0,False,1997,1997-01
10424,35,14.4,60,0.2,864.0,172.8,691.2,MEREP,7,1997-01-23,1997-02-20,1997-01-27,2,370.61,Canada,35,Steeleye Stout,1,18.0,0,1,Beverages,4.0,True,1997,1997-01
10424,38,210.8,49,0.2,10329.2,2065.84,8263.36,MEREP,7,1997-01-23,1997-02-20,1997-01-27,2,370.61,Canada,38,Côte de Blaye,1,263.5,0,1,Beverages,4.0,True,1997,1997-01
10424,68,10.0,30,0.2,300.0,60.0,240.0,MEREP,7,1997-01-23,1997-02-20,1997-01-27,2,370.61,Canada,68,Scottish Longbreads,3,12.5,0,3,Confections,4.0,True,1997,1997-01
10425,55,19.2,10,0.25,192.0,48.0,144.0,LAMAI,6,1997-01-24,1997-02-21,1997-02-14,2,7.93,France,55,Pâté chinois,6,24.0,0,6,Meat/Poultry,21.0,True,1997,1997-01
10425,76,14.4,20,0.25,288.0,72.0,216.0,LAMAI,6,1997-01-24,1997-02-21,1997-02-14,2,7.93,France,76,Lakkalikööri,1,18.0,0,1,Beverages,21.0,True,1997,1997-01
10426,56,30.4,5,0.0,152.0,0.0,152.0,GALED,4,1997-01-27,1997-02-24,1997-02-06,1,18.69,Spain,56,Gnocchi di nonna Alice,5,38.0,0,5,Grains/Cereals,10.0,True,1997,1997-01
10426,64,26.6,7,0.0,186.20000000000002,0.0,186.20000000000002,GALED,4,1997-01-27,1997-02-24,1997-02-06,1,18.69,Spain,64,Wimmers gute Semmelknödel,5,33.25,0,5,Grains/Cereals,10.0,True,1997,1997-01
10427,14,18.6,35,0.0,651.0,0.0,651.0,PICCO,4,1997-01-27,1997-02-24,1997-03-03,2,31.29,Austria,14,Tofu,7,23.25,0,7,Produce,35.0,False,1997,1997-01
10428,46,9.6,20,0.0,192.0,0.0,192.0,REGGC,7,1997-01-28,1997-02-25,1997-02-04,1,11.09,Italy,46,Spegesild,8,12.0,0,8,Seafood,7.0,True,1997,1997-01
10429,50,13.0,40,0.0,520.0,0.0,520.0,HUNGO,3,1997-01-29,1997-03-12,1997-02-07,2,56.63,Ireland,50,Valkoinen suklaa,3,16.25,0,3,Confections,9.0,True,1997,1997-01
10429,63,35.1,35,0.25,1228.5,307.125,921.375,HUNGO,3,1997-01-29,1997-03-12,1997-02-07,2,56.63,Ireland,63,Vegie-spread,2,43.9,0,2,Condiments,9.0,True,1997,1997-01
10430,17,31.2,45,0.2,1404.0,280.8,1123.2,ERNSH,4,1997-01-30,1997-02-13,1997-02-03,1,458.78,Austria,17,Alice Mutton,6,39.0,1,6,Meat/Poultry,4.0,True,1997,1997-01
10430,21,8.0,50,0.0,400.0,0.0,400.0,ERNSH,4,1997-01-30,1997-02-13,1997-02-03,1,458.78,Austria,21,Sir Rodney's Scones,3,10.0,0,3,Confections,4.0,True,1997,1997-01
10430,56,30.4,30,0.0,912.0,0.0,912.0,ERNSH,4,1997-01-30,1997-02-13,1997-02-03,1,458.78,Austria,56,Gnocchi di nonna Alice,5,38.0,0,5,Grains/Cereals,4.0,True,1997,1997-01
10430,59,44.0,70,0.2,3080.0,616.0,2464.0,ERNSH,4,1997-01-30,1997-02-13,1997-02-03,1,458.78,Austria,59,Raclette Courdavault,4,55.0,0,4,Dairy Products,4.0,True,1997,1997-01
10431,17,31.2,50,0.25,1560.0,390.0,1170.0,BOTTM,4,1997-01-30,1997-02-13,1997-02-07,2,44.17,Canada,17,Alice Mutton,6,39.0,1,6,Meat/Poultry,8.0,True,1997,1997-01
10431,40,14.7,50,0.25,735.0,183.75,551.25,BOTTM,4,1997-01-30,1997-02-13,1997-02-07,2,44.17,Canada,40,Boston Crab Meat,8,18.4,0,8,Seafood,8.0,True,1997,1997-01
